accuracy_mlp,accuracy_rf,tempo_mlp,tempo_rf
0.7502824858757062,0.784180790960452,208.06244683265686,16.70123791694641
0.7548022598870057,0.7796610169491526,186.96489667892456,16.10001564025879
0.7638418079096045,0.7830508474576271,184.60535550117493,18.254286527633667
0.751412429378531,0.7740112994350282,201.57028889656067,17.344077825546265
0.7435028248587571,0.7830508474576271,175.6093509197235,12.524581909179688
0.7468926553672316,0.7762711864406779,122.68694972991943,12.491937398910522
0.752542372881356,0.7751412429378531,148.2065224647522,15.223503351211548
0.7401129943502824,0.7796610169491526,168.5321135520935,15.718181848526001
0.7423728813559322,0.7774011299435029,154.55013346672058,13.153810977935791
0.7604519774011299,0.7672316384180791,156.03481888771057,15.926671028137207
0.7559322033898305,0.7740112994350282,164.73916912078857,15.20381760597229
0.7344632768361582,0.7796610169491526,161.46767258644104,16.002320289611816
0.7480225988700565,0.7717514124293785,179.73917150497437,16.48463225364685
0.7491525423728813,0.7728813559322034,178.74541091918945,14.347219944000244
0.7423728813559322,0.7717514124293785,161.93481469154358,17.615681648254395
0.7344632768361582,0.784180790960452,180.3219015598297,15.344592809677124
0.7593220338983051,0.7774011299435029,168.28075885772705,14.061387538909912
0.7435028248587571,0.7706214689265537,170.8104932308197,16.173364877700806
0.7367231638418079,0.7694915254237288,168.68115496635437,14.231068134307861
0.7435028248587571,0.768361581920904,167.85716676712036,13.647982358932495
0.7322033898305085,0.7728813559322034,167.69432640075684,14.744152784347534
0.7548022598870057,0.7774011299435029,157.43060207366943,15.022610902786255
0.7435028248587571,0.7751412429378531,167.00721764564514,15.972980260848999
0.7468926553672316,0.7762711864406779,161.63975524902344,13.83441710472107
0.7548022598870057,0.7740112994350282,175.5263636112213,15.98080849647522
0.7457627118644068,0.7740112994350282,177.06338715553284,18.223220825195312
0.7638418079096045,0.7751412429378531,217.98778343200684,19.05920433998108
0.7570621468926554,0.7830508474576271,186.85314273834229,11.873109817504883
0.7412429378531074,0.7830508474576271,143.6996705532074,13.37628984451294
0.7254237288135593,0.7740112994350282,282.1460819244385,22.181849002838135
